CELL_TYPE,ARC_TYPE,DELAY_DIFF(ps),DIFF_PERC(%),DELAY(ps),IDEAL_DELAY(ps),INPUT_SLEW(ps),LOAD_CAP(fF),WAVEFORM_TYPE
min_buffer,input_fall_output_fall,12.9,9.8,85.7,75.9,244.7,15.2,single_point_average_vdd
min_buffer,input_fall_output_fall,4.1,2.3,58.4,56.1,9.4,15.2,wfm_max_energy_vss
min_buffer,input_fall_output_fall,10.1,2.3,25,22.7,47.9,0.5,wfm_min_compression
min_buffer,input_fall_output_fall,-10.2,-4.4,38.8,43.2,244.7,3.8,single_point_average_vss
min_buffer,input_fall_output_fall,14.8,11.2,87.1,75.9,244.7,15.2,single_point_vdd_drop_max
min_buffer,input_fall_output_fall,3.5,2.2,65.5,63.3,47.9,15.2,wfm_max_energy_vss
min_buffer,input_fall_output_fall,4.3,2.7,66,63.3,47.9,15.2,wfm_narrow_vdd
min_buffer,input_fall_output_fall,3.9,2.5,65.8,63.3,47.9,15.2,wfm_wide_vdd
min_buffer,input_fall_output_fall,-1.3,-0.3,22.4,22.7,47.9,0.5,single_point_vss_bounce_max
min_buffer,input_fall_output_fall,1.3,0.4,31.6,31.2,47.9,3.8,single_point_vss_bounce_min
min_buffer,input_fall_output_fall,6.8,3.8,59.9,56.1,9.4,15.2,single_point_average_vss
min_buffer,input_fall_output_fall,8.8,2,24.7,22.7,47.9,0.5,wfm_max_energy_vdd
min_buffer,input_fall_output_fall,1.3,0.3,23,22.7,47.9,0.5,wfm_max_energy_vss
min_buffer,input_fall_output_fall,8.2,5.2,68.5,63.3,47.9,15.2,wfm_min_compression
min_buffer,input_fall_output_fall,-15.8,-5.3,28.3,33.6,244.7,0.5,single_point_vss_bounce_max
min_buffer,input_fall_output_fall,4.1,1,25.2,24.2,9.4,3.8,wfm_max_energy_vss
min_buffer,input_fall_output_fall,-2.6,-2,73.9,75.9,244.7,15.2,single_point_vss_bounce_max
min_buffer,input_fall_output_fall,5.9,3.3,59.4,56.1,9.4,15.2,single_point_vss_bounce_min
min_buffer,input_fall_output_fall,4.1,2.6,65.9,63.3,47.9,15.2,single_point_vss_bounce_min
min_buffer,input_fall_output_fall,2.7,1.5,57.6,56.1,9.4,15.2,single_point_average_vdd
min_buffer,input_fall_output_fall,1.8,1,57.1,56.1,9.4,15.2,wfm_wide_vdd
min_buffer,input_fall_output_fall,5,1.2,25.4,24.2,9.4,3.8,single_point_vss_bounce_max
min_buffer,input_fall_output_fall,2.5,0.4,16.3,15.9,9.4,0.5,single_point_average_vss
min_buffer,input_fall_output_fall,7.3,4.1,60.2,56.1,9.4,15.2,single_point_vss_bounce_max
min_buffer,input_fall_output_fall,8.2,1.3,17.2,15.9,9.4,0.5,wfm_min_compression
min_buffer,input_fall_output_fall,4.1,1,25.2,24.2,9.4,3.8,wfm_narrow_vss
min_buffer,input_fall_output_fall,1.8,1,57.1,56.1,9.4,15.2,single_point_vdd_drop_min
min_buffer,input_fall_output_fall,5.4,1.7,32.9,31.2,47.9,3.8,single_point_vdd_drop_min
min_buffer,input_fall_output_fall,0.2,0.1,43.3,43.2,244.7,3.8,wfm_max_energy_vss
min_buffer,input_fall_output_fall,-2.5,-1.9,74,75.9,244.7,15.2,single_point_average_vss
min_buffer,input_fall_output_fall,5,0.8,16.7,15.9,9.4,0.5,single_point_average_vdd
min_buffer,input_fall_output_fall,11.9,2.7,25.4,22.7,47.9,0.5,single_point_vdd_drop_max
min_buffer,input_fall_output_fall,9.5,2.3,26.5,24.2,9.4,3.8,wfm_min_compression
min_buffer,input_fall_output_fall,10.6,2.4,25.1,22.7,47.9,0.5,single_point_average_vdd
min_buffer,input_fall_output_fall,-9,-3.9,39.3,43.2,244.7,3.8,single_point_vss_bounce_min
min_buffer,input_fall_output_fall,7.1,2.2,33.4,31.2,47.9,3.8,wfm_max_energy_vdd
min_buffer,input_fall_output_fall,8.4,6.4,82.3,75.9,244.7,15.2,single_point_vdd_drop_min
min_buffer,input_fall_output_fall,-10.9,-4.7,38.5,43.2,244.7,3.8,single_point_vss_bounce_max
min_buffer,input_fall_output_fall,1.3,0.3,23,22.7,47.9,0.5,wfm_narrow_vss
min_buffer,input_fall_output_fall,7.7,2.4,33.6,31.2,47.9,3.8,wfm_narrow_vdd
min_buffer,input_fall_output_fall,-12.8,-4.3,29.3,33.6,244.7,0.5,single_point_vss_bounce_min
min_buffer,input_fall_output_fall,5.7,0.9,16.8,15.9,9.4,0.5,single_point_vdd_drop_max
min_buffer,input_fall_output_fall,4.1,1,25.2,24.2,9.4,3.8,single_point_vdd_drop_max
min_buffer,input_fall_output_fall,3.7,0.9,25.1,24.2,9.4,3.8,single_point_average_vdd
min_buffer,input_fall_output_fall,7.4,5.6,81.5,75.9,244.7,15.2,wfm_min_compression
min_buffer,input_fall_output_fall,2.5,0.4,16.3,15.9,9.4,0.5,wfm_max_energy_vss
min_buffer,input_fall_output_fall,2.5,0.6,24.8,24.2,9.4,3.8,single_point_vdd_drop_min
min_buffer,input_fall_output_fall,10.1,2.3,25,22.7,47.9,0.5,wfm_narrow_vdd
min_buffer,input_fall_output_fall,3.6,2.3,65.6,63.3,47.9,15.2,wfm_wide_vss
min_buffer,input_fall_output_fall,1.9,0.3,16.2,15.9,9.4,0.5,single_point_vss_bounce_min
min_buffer,input_fall_output_fall,2.5,0.4,16.3,15.9,9.4,0.5,wfm_wide_vss
min_buffer,input_fall_output_fall,2.9,0.9,32.1,31.2,47.9,3.8,wfm_narrow_vss
min_buffer,input_fall_output_fall,9.7,2.2,24.9,22.7,47.9,0.5,wfm_wide_vdd
min_buffer,input_fall_output_fall,8,2.5,33.7,31.2,47.9,3.8,single_point_average_vdd
min_buffer,input_fall_output_fall,5.4,3.4,66.7,63.3,47.9,15.2,single_point_vss_bounce_max
min_buffer,input_fall_output_fall,3.5,2.2,65.5,63.3,47.9,15.2,wfm_narrow_vss
min_buffer,input_fall_output_fall,4.4,0.7,16.6,15.9,9.4,0.5,wfm_max_energy_vdd
min_buffer,input_fall_output_fall,-0.3,-0.1,33.5,33.6,244.7,0.5,wfm_max_energy_vss
min_buffer,input_fall_output_fall,21.4,7.2,40.8,33.6,244.7,0.5,wfm_narrow_vdd
min_buffer,input_fall_output_fall,5.7,3.6,66.9,63.3,47.9,15.2,single_point_vdd_drop_max
min_buffer,input_fall_output_fall,17.9,6,39.6,33.6,244.7,0.5,single_point_vdd_drop_min
min_buffer,input_fall_output_fall,-0.5,-0.2,43,43.2,244.7,3.8,wfm_wide_vss
min_buffer,input_fall_output_fall,20.5,6.9,40.5,33.6,244.7,0.5,wfm_wide_vdd
min_buffer,input_fall_output_fall,0,0,33.6,33.6,244.7,0.5,wfm_narrow_vss
min_buffer,input_fall_output_fall,1.3,0.4,31.6,31.2,47.9,3.8,single_point_average_vss
min_buffer,input_fall_output_fall,2.1,1.6,77.5,75.9,244.7,15.2,wfm_narrow_vss
min_buffer,input_fall_output_fall,27.1,9.1,42.7,33.6,244.7,0.5,single_point_average_vdd
min_buffer,input_fall_output_fall,13.9,6,49.2,43.2,244.7,3.8,wfm_max_energy_vdd
min_buffer,input_fall_output_fall,1.6,0.9,57,56.1,9.4,15.2,wfm_max_energy_vdd
min_buffer,input_fall_output_fall,2,1.5,77.4,75.9,244.7,15.2,wfm_max_energy_vss
min_buffer,input_fall_output_fall,-1.3,-0.3,22.4,22.7,47.9,0.5,single_point_average_vss
min_buffer,input_fall_output_fall,7.5,5.7,81.6,75.9,244.7,15.2,wfm_max_energy_vdd
min_buffer,input_fall_output_fall,13.9,6,49.2,43.2,244.7,3.8,single_point_vdd_drop_min
min_buffer,input_fall_output_fall,7.1,4,60.1,56.1,9.4,15.2,wfm_min_compression
min_buffer,input_fall_output_fall,10.3,3.2,34.4,31.2,47.9,3.8,wfm_min_compression
min_buffer,input_fall_output_fall,5,0.8,16.7,15.9,9.4,0.5,wfm_narrow_vdd
min_buffer,input_fall_output_fall,4.9,3.1,66.4,63.3,47.9,15.2,single_point_average_vdd
min_buffer,input_fall_output_fall,8.6,6.5,82.4,75.9,244.7,15.2,wfm_wide_vdd
min_buffer,input_fall_output_fall,4.5,2.5,58.6,56.1,9.4,15.2,wfm_wide_vss
min_buffer,input_fall_output_fall,1.8,1.4,77.3,75.9,244.7,15.2,wfm_wide_vss
min_buffer,input_fall_output_fall,2,1.1,57.2,56.1,9.4,15.2,wfm_narrow_vdd
min_buffer,input_fall_output_fall,2.9,0.9,32.1,31.2,47.9,3.8,wfm_max_energy_vss
min_buffer,input_fall_output_fall,3.7,0.9,25.1,24.2,9.4,3.8,wfm_wide_vdd
min_buffer,input_fall_output_fall,7,1.6,24.3,22.7,47.9,0.5,single_point_vdd_drop_min
min_buffer,input_fall_output_fall,7.4,2.3,33.5,31.2,47.9,3.8,wfm_wide_vdd
min_buffer,input_fall_output_fall,3.2,1.8,57.9,56.1,9.4,15.2,single_point_vdd_drop_max
min_buffer,input_fall_output_fall,9.3,2.9,34.1,31.2,47.9,3.8,single_point_vdd_drop_max
min_buffer,input_fall_output_fall,2.6,0.8,32,31.2,47.9,3.8,wfm_wide_vss
min_buffer,input_fall_output_fall,2.5,0.4,16.3,15.9,9.4,0.5,wfm_narrow_vss
min_buffer,input_fall_output_fall,11,3.7,37.3,33.6,244.7,0.5,wfm_min_compression
min_buffer,input_fall_output_fall,15.3,6.6,49.8,43.2,244.7,3.8,wfm_wide_vdd
min_buffer,input_fall_output_fall,4.1,2.3,58.4,56.1,9.4,15.2,wfm_narrow_vss
min_buffer,input_fall_output_fall,9.5,4.1,47.3,43.2,244.7,3.8,wfm_min_compression
min_buffer,input_fall_output_fall,3.1,0.5,16.4,15.9,9.4,0.5,single_point_vdd_drop_min
min_buffer,input_fall_output_fall,8.6,6.5,82.4,75.9,244.7,15.2,wfm_narrow_vdd
min_buffer,input_fall_output_fall,3.2,2,65.3,63.3,47.9,15.2,single_point_vdd_drop_min
min_buffer,input_fall_output_fall,4.5,1.1,25.3,24.2,9.4,3.8,single_point_average_vss
min_buffer,input_fall_output_fall,24.5,10.6,53.8,43.2,244.7,3.8,single_point_vdd_drop_max
min_buffer,input_fall_output_fall,1.6,0.5,31.7,31.2,47.9,3.8,single_point_vss_bounce_max
min_buffer,input_fall_output_fall,4.1,1,25.2,24.2,9.4,3.8,wfm_narrow_vdd
min_buffer,input_fall_output_fall,3.7,0.9,25.1,24.2,9.4,3.8,wfm_max_energy_vdd
min_buffer,input_fall_output_fall,-0.9,-0.2,22.5,22.7,47.9,0.5,single_point_vss_bounce_min
min_buffer,input_fall_output_fall,3.7,0.9,25.1,24.2,9.4,3.8,single_point_vss_bounce_min
min_buffer,input_fall_output_fall,3.8,2.4,65.7,63.3,47.9,15.2,wfm_max_energy_vdd
min_buffer,input_fall_output_fall,-2.2,-1.7,74.2,75.9,244.7,15.2,single_point_vss_bounce_min
min_buffer,input_fall_output_fall,21.3,9.2,52.4,43.2,244.7,3.8,single_point_average_vdd
min_buffer,input_fall_output_fall,18.5,6.2,39.8,33.6,244.7,0.5,wfm_max_energy_vdd
min_buffer,input_fall_output_fall,1.3,0.3,23,22.7,47.9,0.5,wfm_wide_vss
min_buffer,input_fall_output_fall,4.9,3.1,66.4,63.3,47.9,15.2,single_point_average_vss
min_buffer,input_fall_output_fall,4.4,0.7,16.6,15.9,9.4,0.5,wfm_wide_vdd
min_buffer,input_fall_output_fall,2.5,0.4,16.3,15.9,9.4,0.5,single_point_vss_bounce_max
min_buffer,input_fall_output_fall,31,10.4,44,33.6,244.7,0.5,single_point_vdd_drop_max
min_buffer,input_fall_output_fall,-0.6,-0.2,33.4,33.6,244.7,0.5,wfm_wide_vss
min_buffer,input_fall_output_fall,4.1,1,25.2,24.2,9.4,3.8,wfm_wide_vss
min_buffer,input_fall_output_fall,0.5,0.2,43.4,43.2,244.7,3.8,wfm_narrow_vss
min_buffer,input_fall_output_fall,16,6.9,50.1,43.2,244.7,3.8,wfm_narrow_vdd
min_buffer,input_fall_output_fall,-14.9,-5,28.6,33.6,244.7,0.5,single_point_average_vss
min_buffer,input_rise_output_rise,-2.8,-2.4,83.4,85.8,244.7,15.2,single_point_average_vdd
min_buffer,input_rise_output_rise,1.1,0.6,54.4,53.8,9.4,15.2,wfm_max_energy_vss
min_buffer,input_rise_output_rise,8.8,2.2,27.2,25,47.9,0.5,wfm_min_compression
min_buffer,input_rise_output_rise,16.9,9.4,64.9,55.5,244.7,3.8,single_point_average_vss
min_buffer,input_rise_output_rise,-3.1,-2.7,83.1,85.8,244.7,15.2,single_point_vdd_drop_max
min_buffer,input_rise_output_rise,3.3,2.1,65,62.9,47.9,15.2,wfm_max_energy_vss
min_buffer,input_rise_output_rise,4.1,2.6,65.5,62.9,47.9,15.2,wfm_narrow_vdd
min_buffer,input_rise_output_rise,3.8,2.4,65.3,62.9,47.9,15.2,wfm_wide_vdd
min_buffer,input_rise_output_rise,10,2.5,27.5,25,47.9,0.5,single_point_vss_bounce_max
min_buffer,input_rise_output_rise,6.6,2.2,35.3,33.1,47.9,3.8,single_point_vss_bounce_min
min_buffer,input_rise_output_rise,1.9,1,54.8,53.8,9.4,15.2,single_point_average_vss
min_buffer,input_rise_output_rise,1.2,0.3,25.3,25,47.9,0.5,wfm_max_energy_vdd
min_buffer,input_rise_output_rise,7.2,1.8,26.8,25,47.9,0.5,wfm_max_energy_vss
min_buffer,input_rise_output_rise,7.9,5,67.9,62.9,47.9,15.2,wfm_min_compression
min_buffer,input_rise_output_rise,21.4,9.9,56.1,46.2,244.7,0.5,single_point_vss_bounce_max
min_buffer,input_rise_output_rise,3.3,0.8,24.9,24.1,9.4,3.8,wfm_max_energy_vss
min_buffer,input_rise_output_rise,12,10.3,96.1,85.8,244.7,15.2,single_point_vss_bounce_max
min_buffer,input_rise_output_rise,1.7,0.9,54.7,53.8,9.4,15.2,single_point_vss_bounce_min
min_buffer,input_rise_output_rise,3.7,2.3,65.2,62.9,47.9,15.2,single_point_vss_bounce_min
min_buffer,input_rise_output_rise,6.1,3.3,57.1,53.8,9.4,15.2,single_point_average_vdd
min_buffer,input_rise_output_rise,4.6,2.5,56.3,53.8,9.4,15.2,wfm_wide_vdd
min_buffer,input_rise_output_rise,3.7,0.9,25,24.1,9.4,3.8,single_point_vss_bounce_max
min_buffer,input_rise_output_rise,5,0.8,16.9,16.1,9.4,0.5,single_point_average_vss
min_buffer,input_rise_output_rise,2,1.1,54.9,53.8,9.4,15.2,single_point_vss_bounce_max
min_buffer,input_rise_output_rise,8.1,1.3,17.4,16.1,9.4,0.5,wfm_min_compression
min_buffer,input_rise_output_rise,3.3,0.8,24.9,24.1,9.4,3.8,wfm_narrow_vss
min_buffer,input_rise_output_rise,3.9,2.1,55.9,53.8,9.4,15.2,single_point_vdd_drop_min
min_buffer,input_rise_output_rise,0.6,0.2,33.3,33.1,47.9,3.8,single_point_vdd_drop_min
min_buffer,input_rise_output_rise,10.5,5.8,61.3,55.5,244.7,3.8,wfm_max_energy_vss
min_buffer,input_rise_output_rise,11.2,9.6,95.4,85.8,244.7,15.2,single_point_average_vss
min_buffer,input_rise_output_rise,2.5,0.4,16.5,16.1,9.4,0.5,single_point_average_vdd
min_buffer,input_rise_output_rise,-1.6,-0.4,24.6,25,47.9,0.5,single_point_vdd_drop_max
min_buffer,input_rise_output_rise,9.1,2.2,26.3,24.1,9.4,3.8,wfm_min_compression
min_buffer,input_rise_output_rise,-1.6,-0.4,24.6,25,47.9,0.5,single_point_average_vdd
min_buffer,input_rise_output_rise,14.6,8.1,63.6,55.5,244.7,3.8,single_point_vss_bounce_min
min_buffer,input_rise_output_rise,2.7,0.9,34,33.1,47.9,3.8,wfm_max_energy_vdd
min_buffer,input_rise_output_rise,-2,-1.7,84.1,85.8,244.7,15.2,single_point_vdd_drop_min
min_buffer,input_rise_output_rise,18.2,10.1,65.6,55.5,244.7,3.8,single_point_vss_bounce_max
min_buffer,input_rise_output_rise,7.2,1.8,26.8,25,47.9,0.5,wfm_narrow_vss
min_buffer,input_rise_output_rise,3,1,34.1,33.1,47.9,3.8,wfm_narrow_vdd
min_buffer,input_rise_output_rise,17.3,8,54.2,46.2,244.7,0.5,single_point_vss_bounce_min
min_buffer,input_rise_output_rise,2.5,0.4,16.5,16.1,9.4,0.5,single_point_vdd_drop_max
min_buffer,input_rise_output_rise,4.6,1.1,25.2,24.1,9.4,3.8,single_point_vdd_drop_max
min_buffer,input_rise_output_rise,4.1,1,25.1,24.1,9.4,3.8,single_point_average_vdd
min_buffer,input_rise_output_rise,6.9,5.9,91.7,85.8,244.7,15.2,wfm_min_compression
min_buffer,input_rise_output_rise,4.3,0.7,16.8,16.1,9.4,0.5,wfm_max_energy_vss
min_buffer,input_rise_output_rise,2.5,0.6,24.7,24.1,9.4,3.8,single_point_vdd_drop_min
min_buffer,input_rise_output_rise,1.2,0.3,25.3,25,47.9,0.5,wfm_narrow_vdd
min_buffer,input_rise_output_rise,3.5,2.2,65.1,62.9,47.9,15.2,wfm_wide_vss
min_buffer,input_rise_output_rise,4.3,0.7,16.8,16.1,9.4,0.5,single_point_vss_bounce_min
min_buffer,input_rise_output_rise,4.3,0.7,16.8,16.1,9.4,0.5,wfm_wide_vss
min_buffer,input_rise_output_rise,6,2,35.1,33.1,47.9,3.8,wfm_narrow_vss
min_buffer,input_rise_output_rise,0.8,0.2,25.2,25,47.9,0.5,wfm_wide_vdd
min_buffer,input_rise_output_rise,0.9,0.3,33.4,33.1,47.9,3.8,single_point_average_vdd
min_buffer,input_rise_output_rise,4.6,2.9,65.8,62.9,47.9,15.2,single_point_vss_bounce_max
min_buffer,input_rise_output_rise,3.3,2.1,65,62.9,47.9,15.2,wfm_narrow_vss
min_buffer,input_rise_output_rise,3.1,0.5,16.6,16.1,9.4,0.5,wfm_max_energy_vdd
min_buffer,input_rise_output_rise,12.8,5.9,52.1,46.2,244.7,0.5,wfm_max_energy_vss
min_buffer,input_rise_output_rise,-0.2,-0.1,46.1,46.2,244.7,0.5,wfm_narrow_vdd
min_buffer,input_rise_output_rise,4.8,3,65.9,62.9,47.9,15.2,single_point_vdd_drop_max
min_buffer,input_rise_output_rise,-7.6,-3.5,42.7,46.2,244.7,0.5,single_point_vdd_drop_min
min_buffer,input_rise_output_rise,11.4,6.3,61.8,55.5,244.7,3.8,wfm_wide_vss
min_buffer,input_rise_output_rise,-0.4,-0.2,46,46.2,244.7,0.5,wfm_wide_vdd
min_buffer,input_rise_output_rise,12.8,5.9,52.1,46.2,244.7,0.5,wfm_narrow_vss
min_buffer,input_rise_output_rise,7.6,2.5,35.6,33.1,47.9,3.8,single_point_average_vss
min_buffer,input_rise_output_rise,6.4,5.5,91.3,85.8,244.7,15.2,wfm_narrow_vss
min_buffer,input_rise_output_rise,-11.3,-5.2,41,46.2,244.7,0.5,single_point_average_vdd
min_buffer,input_rise_output_rise,0.9,0.5,56,55.5,244.7,3.8,wfm_max_energy_vdd
min_buffer,input_rise_output_rise,4.3,2.3,56.1,53.8,9.4,15.2,wfm_max_energy_vdd
min_buffer,input_rise_output_rise,6.4,5.5,91.3,85.8,244.7,15.2,wfm_max_energy_vss
min_buffer,input_rise_output_rise,9.6,2.4,27.4,25,47.9,0.5,single_point_average_vss
min_buffer,input_rise_output_rise,2.1,1.8,87.6,85.8,244.7,15.2,wfm_max_energy_vdd
min_buffer,input_rise_output_rise,-5.6,-3.1,52.4,55.5,244.7,3.8,single_point_vdd_drop_min
min_buffer,input_rise_output_rise,6.5,3.5,57.3,53.8,9.4,15.2,wfm_min_compression
min_buffer,input_rise_output_rise,9.4,3.1,36.2,33.1,47.9,3.8,wfm_min_compression
min_buffer,input_rise_output_rise,3.1,0.5,16.6,16.1,9.4,0.5,wfm_narrow_vdd
min_buffer,input_rise_output_rise,4.1,2.6,65.5,62.9,47.9,15.2,single_point_average_vdd
min_buffer,input_rise_output_rise,1.6,1.4,87.2,85.8,244.7,15.2,wfm_wide_vdd
min_buffer,input_rise_output_rise,1.3,0.7,54.5,53.8,9.4,15.2,wfm_wide_vss
min_buffer,input_rise_output_rise,7.1,6.1,91.9,85.8,244.7,15.2,wfm_wide_vss
min_buffer,input_rise_output_rise,4.8,2.6,56.4,53.8,9.4,15.2,wfm_narrow_vdd
min_buffer,input_rise_output_rise,6,2,35.1,33.1,47.9,3.8,wfm_max_energy_vss
min_buffer,input_rise_output_rise,4.1,1,25.1,24.1,9.4,3.8,wfm_wide_vdd
min_buffer,input_rise_output_rise,-1.2,-0.3,24.7,25,47.9,0.5,single_point_vdd_drop_min
min_buffer,input_rise_output_rise,2.4,0.8,33.9,33.1,47.9,3.8,wfm_wide_vdd
min_buffer,input_rise_output_rise,7.1,3.8,57.6,53.8,9.4,15.2,single_point_vdd_drop_max
min_buffer,input_rise_output_rise,0.9,0.3,33.4,33.1,47.9,3.8,single_point_vdd_drop_max
min_buffer,input_rise_output_rise,6.3,2.1,35.2,33.1,47.9,3.8,wfm_wide_vss
min_buffer,input_rise_output_rise,4.3,0.7,16.8,16.1,9.4,0.5,wfm_narrow_vss
min_buffer,input_rise_output_rise,8.2,3.8,50,46.2,244.7,0.5,wfm_min_compression
min_buffer,input_rise_output_rise,-0.2,-0.1,55.4,55.5,244.7,3.8,wfm_wide_vdd
min_buffer,input_rise_output_rise,1.1,0.6,54.4,53.8,9.4,15.2,wfm_narrow_vss
min_buffer,input_rise_output_rise,7.7,4.3,59.8,55.5,244.7,3.8,wfm_min_compression
min_buffer,input_rise_output_rise,1.2,0.2,16.3,16.1,9.4,0.5,single_point_vdd_drop_min
min_buffer,input_rise_output_rise,2.2,1.9,87.7,85.8,244.7,15.2,wfm_narrow_vdd
min_buffer,input_rise_output_rise,2.7,1.7,64.6,62.9,47.9,15.2,single_point_vdd_drop_min
min_buffer,input_rise_output_rise,3.3,0.8,24.9,24.1,9.4,3.8,single_point_average_vss
min_buffer,input_rise_output_rise,-9.5,-5.3,50.2,55.5,244.7,3.8,single_point_vdd_drop_max
min_buffer,input_rise_output_rise,8.2,2.7,35.8,33.1,47.9,3.8,single_point_vss_bounce_max
min_buffer,input_rise_output_rise,4.6,1.1,25.2,24.1,9.4,3.8,wfm_narrow_vdd
min_buffer,input_rise_output_rise,4.1,1,25.1,24.1,9.4,3.8,wfm_max_energy_vdd
min_buffer,input_rise_output_rise,8,2,27,25,47.9,0.5,single_point_vss_bounce_min
min_buffer,input_rise_output_rise,2.9,0.7,24.8,24.1,9.4,3.8,single_point_vss_bounce_min
min_buffer,input_rise_output_rise,3.7,2.3,65.2,62.9,47.9,15.2,wfm_max_energy_vdd
min_buffer,input_rise_output_rise,9.7,8.3,94.1,85.8,244.7,15.2,single_point_vss_bounce_min
min_buffer,input_rise_output_rise,-8.3,-4.6,50.9,55.5,244.7,3.8,single_point_average_vdd
min_buffer,input_rise_output_rise,0.4,0.2,46.4,46.2,244.7,0.5,wfm_max_energy_vdd
min_buffer,input_rise_output_rise,7.6,1.9,26.9,25,47.9,0.5,wfm_wide_vss
min_buffer,input_rise_output_rise,4.3,2.7,65.6,62.9,47.9,15.2,single_point_average_vss
min_buffer,input_rise_output_rise,2.5,0.4,16.5,16.1,9.4,0.5,wfm_wide_vdd
min_buffer,input_rise_output_rise,5,0.8,16.9,16.1,9.4,0.5,single_point_vss_bounce_max
min_buffer,input_rise_output_rise,-12.8,-5.9,40.3,46.2,244.7,0.5,single_point_vdd_drop_max
min_buffer,input_rise_output_rise,13.9,6.4,52.6,46.2,244.7,0.5,wfm_wide_vss
min_buffer,input_rise_output_rise,3.3,0.8,24.9,24.1,9.4,3.8,wfm_wide_vss
min_buffer,input_rise_output_rise,10.3,5.7,61.2,55.5,244.7,3.8,wfm_narrow_vss
min_buffer,input_rise_output_rise,0.5,0.3,55.8,55.5,244.7,3.8,wfm_narrow_vdd
min_buffer,input_rise_output_rise,20.1,9.3,55.5,46.2,244.7,0.5,single_point_average_vss
min_inverter,input_fall_output_rise,12.2,16.9,155.8,138.9,244.7,15.2,single_point_average_vdd
min_inverter,input_fall_output_rise,-3.4,-1.7,48.9,50.6,9.4,15.2,wfm_max_energy_vss
min_inverter,input_fall_output_rise,9.8,2.1,23.5,21.4,47.9,0.5,wfm_min_compression
min_inverter,input_fall_output_rise,-8.6,-5.9,63.1,69,244.7,3.8,single_point_average_vss
min_inverter,input_fall_output_rise,14,19.4,158.3,138.9,244.7,15.2,single_point_vdd_drop_max
min_inverter,input_fall_output_rise,-1.2,-0.9,73.8,74.7,47.9,15.2,wfm_max_energy_vss
min_inverter,input_fall_output_rise,4.6,3.4,78.1,74.7,47.9,15.2,wfm_narrow_vdd
min_inverter,input_fall_output_rise,4.6,3.4,78.1,74.7,47.9,15.2,wfm_wide_vdd
min_inverter,input_fall_output_rise,-5.6,-1.2,20.2,21.4,47.9,0.5,single_point_vss_bounce_max
min_inverter,input_fall_output_rise,-3.3,-1.2,35,36.2,47.9,3.8,single_point_vss_bounce_min
min_inverter,input_fall_output_rise,-4.7,-2.4,48.2,50.6,9.4,15.2,single_point_average_vss
min_inverter,input_fall_output_rise,11.2,2.4,23.8,21.4,47.9,0.5,wfm_max_energy_vdd
min_inverter,input_fall_output_rise,-0.5,-0.1,21.3,21.4,47.9,0.5,wfm_max_energy_vss
min_inverter,input_fall_output_rise,3.2,2.4,77.1,74.7,47.9,15.2,wfm_min_compression
min_inverter,input_fall_output_rise,-17.3,-6.8,32.6,39.4,244.7,0.5,single_point_vss_bounce_max
min_inverter,input_fall_output_rise,-1.9,-0.4,20.3,20.7,9.4,3.8,wfm_max_energy_vss
min_inverter,input_fall_output_rise,-4.8,-6.7,132.2,138.9,244.7,15.2,single_point_vss_bounce_max
min_inverter,input_fall_output_rise,-4.2,-2.1,48.5,50.6,9.4,15.2,single_point_vss_bounce_min
min_inverter,input_fall_output_rise,-3.2,-2.4,72.3,74.7,47.9,15.2,single_point_vss_bounce_min
min_inverter,input_fall_output_rise,7.7,3.9,54.5,50.6,9.4,15.2,single_point_average_vdd
min_inverter,input_fall_output_rise,5.3,2.7,53.3,50.6,9.4,15.2,wfm_wide_vdd
min_inverter,input_fall_output_rise,-4.3,-0.9,19.8,20.7,9.4,3.8,single_point_vss_bounce_max
min_inverter,input_fall_output_rise,-3.4,-0.4,11.4,11.8,9.4,0.5,single_point_average_vss
min_inverter,input_fall_output_rise,-5.1,-2.6,48,50.6,9.4,15.2,single_point_vss_bounce_max
min_inverter,input_fall_output_rise,5.9,0.7,12.5,11.8,9.4,0.5,wfm_min_compression
min_inverter,input_fall_output_rise,-1.9,-0.4,20.3,20.7,9.4,3.8,wfm_narrow_vss
min_inverter,input_fall_output_rise,4.9,2.5,53.1,50.6,9.4,15.2,single_point_vdd_drop_min
min_inverter,input_fall_output_rise,6.9,2.5,38.7,36.2,47.9,3.8,single_point_vdd_drop_min
min_inverter,input_fall_output_rise,-0.4,-0.3,68.7,69,244.7,3.8,wfm_max_energy_vss
min_inverter,input_fall_output_rise,-4.5,-6.3,132.6,138.9,244.7,15.2,single_point_average_vss
min_inverter,input_fall_output_rise,8.5,1,12.8,11.8,9.4,0.5,single_point_average_vdd
min_inverter,input_fall_output_rise,15.9,3.4,24.8,21.4,47.9,0.5,single_point_vdd_drop_max
min_inverter,input_fall_output_rise,4.3,0.9,21.6,20.7,9.4,3.8,wfm_min_compression
min_inverter,input_fall_output_rise,14,3,24.4,21.4,47.9,0.5,single_point_average_vdd
min_inverter,input_fall_output_rise,-7.4,-5.1,63.9,69,244.7,3.8,single_point_vss_bounce_min
min_inverter,input_fall_output_rise,7.2,2.6,38.8,36.2,47.9,3.8,wfm_max_energy_vdd
min_inverter,input_fall_output_rise,7.9,11,149.9,138.9,244.7,15.2,single_point_vdd_drop_min
