CELL_TYPE,ARC_TYPE,DELAY_DIFF(ps),DIFF_PERC(%),DELAY(ps),IDEAL_DELAY(ps),INPUT_SLEW(ps),LOAD_CAP(fF),WAVEFORM_TYPE
aoi_high_stack,input_fall_output_fall,7.1,3.8,57.7,53.9,47.9,0.5,single_point_average_vdd
aoi_high_stack,input_fall_output_fall,-0.8,-0.8,101.1,101.9,244.7,3.8,single_point_vss_bounce_min
aoi_high_stack,input_fall_output_fall,3.6,3,85.4,82.4,47.9,3.8,wfm_max_energy_vdd
aoi_high_stack,input_fall_output_fall,5.6,12.7,239.6,226.9,244.7,15.2,single_point_vdd_drop_min
aoi_high_stack,input_fall_output_fall,-0.9,-0.9,101,101.9,244.7,3.8,single_point_vss_bounce_max
aoi_high_stack,input_fall_output_fall,3.5,1.9,55.8,53.9,47.9,0.5,wfm_narrow_vss
aoi_high_stack,input_fall_output_fall,4.2,3.5,85.9,82.4,47.9,3.8,wfm_narrow_vdd
aoi_high_stack,input_fall_output_fall,-4.6,-3.4,69.9,73.3,244.7,0.5,single_point_vss_bounce_min
aoi_high_stack,input_fall_output_fall,5.6,2.5,47,44.5,9.4,0.5,single_point_vdd_drop_max
aoi_high_stack,input_fall_output_fall,5.2,3.8,76.8,73,9.4,3.8,single_point_vdd_drop_max
aoi_high_stack,input_fall_output_fall,4.4,3.2,76.2,73,9.4,3.8,single_point_average_vdd
aoi_high_stack,input_fall_output_fall,5.2,11.7,238.6,226.9,244.7,15.2,wfm_min_compression
aoi_high_stack,input_fall_output_fall,4.3,1.9,46.4,44.5,9.4,0.5,wfm_max_energy_vss
aoi_high_stack,input_fall_output_fall,2.9,2.1,75.1,73,9.4,3.8,single_point_vdd_drop_min
aoi_high_stack,input_fall_output_fall,5.2,2.8,56.7,53.9,47.9,0.5,wfm_narrow_vdd
aoi_high_stack,input_fall_output_fall,2.9,6.1,213.4,207.3,47.9,15.2,wfm_wide_vss
aoi_high_stack,input_fall_output_fall,4.5,2,46.5,44.5,9.4,0.5,single_point_vss_bounce_min
aoi_high_stack,input_fall_output_fall,4.3,1.9,46.4,44.5,9.4,0.5,wfm_wide_vss
aoi_high_stack,input_fall_output_fall,3.6,3,85.4,82.4,47.9,3.8,wfm_narrow_vss
aoi_high_stack,input_fall_output_fall,5,2.7,56.6,53.9,47.9,0.5,wfm_wide_vdd
aoi_high_stack,input_fall_output_fall,5.9,4.9,87.3,82.4,47.9,3.8,single_point_average_vdd
aoi_high_stack,input_fall_output_fall,10.8,22.3,229.6,207.3,47.9,15.2,single_point_vss_bounce_max
aoi_high_stack,input_fall_output_fall,2.6,5.3,212.6,207.3,47.9,15.2,wfm_narrow_vss
aoi_high_stack,input_fall_output_fall,3.6,1.6,46.1,44.5,9.4,0.5,wfm_max_energy_vdd
aoi_high_stack,input_fall_output_fall,1.8,1.3,74.6,73.3,244.7,0.5,wfm_max_energy_vss
aoi_high_stack,input_fall_output_fall,8.7,6.4,79.7,73.3,244.7,0.5,wfm_narrow_vdd
aoi_high_stack,input_fall_output_fall,7.3,15.2,222.5,207.3,47.9,15.2,single_point_vdd_drop_max
aoi_high_stack,input_fall_output_fall,9.3,6.8,80.1,73.3,244.7,0.5,single_point_vdd_drop_min
aoi_high_stack,input_fall_output_fall,2.6,2.7,104.6,101.9,244.7,3.8,wfm_wide_vss
aoi_high_stack,input_fall_output_fall,8.6,6.3,79.6,73.3,244.7,0.5,wfm_wide_vdd
aoi_high_stack,input_fall_output_fall,1.9,1.4,74.7,73.3,244.7,0.5,wfm_narrow_vss
aoi_high_stack,input_fall_output_fall,5.6,4.6,87,82.4,47.9,3.8,single_point_average_vss
aoi_high_stack,input_fall_output_fall,2.2,5.1,232,226.9,244.7,15.2,wfm_narrow_vss
aoi_high_stack,input_fall_output_fall,14.2,10.4,83.7,73.3,244.7,0.5,single_point_average_vdd
aoi_high_stack,input_fall_output_fall,4.7,4.8,106.7,101.9,244.7,3.8,wfm_max_energy_vdd
aoi_high_stack,input_fall_output_fall,0.2,0.3,198,197.7,9.4,15.2,wfm_max_energy_vdd
aoi_high_stack,input_fall_output_fall,2.3,5.2,232.1,226.9,244.7,15.2,wfm_max_energy_vss
aoi_high_stack,input_fall_output_fall,3,1.6,55.5,53.9,47.9,0.5,single_point_average_vss
aoi_high_stack,input_fall_output_fall,1.9,4.3,231.2,226.9,244.7,15.2,wfm_max_energy_vdd
aoi_high_stack,input_fall_output_fall,7.4,7.5,109.4,101.9,244.7,3.8,single_point_vdd_drop_min
aoi_high_stack,input_fall_output_fall,3.5,7,204.7,197.7,9.4,15.2,wfm_min_compression
aoi_high_stack,input_fall_output_fall,8.9,7.3,89.7,82.4,47.9,3.8,wfm_min_compression
aoi_high_stack,input_fall_output_fall,4.3,1.9,46.4,44.5,9.4,0.5,wfm_narrow_vdd
aoi_high_stack,input_fall_output_fall,6.3,13.1,220.4,207.3,47.9,15.2,single_point_average_vdd
aoi_high_stack,input_fall_output_fall,2.4,5.5,232.4,226.9,244.7,15.2,wfm_wide_vdd
aoi_high_stack,input_fall_output_fall,3.1,6.1,203.8,197.7,9.4,15.2,wfm_wide_vss
aoi_high_stack,input_fall_output_fall,2.6,5.9,232.8,226.9,244.7,15.2,wfm_wide_vss
aoi_high_stack,input_fall_output_fall,0.4,0.8,198.5,197.7,9.4,15.2,wfm_narrow_vdd
aoi_high_stack,input_fall_output_fall,3.6,3,85.4,82.4,47.9,3.8,wfm_max_energy_vss
aoi_high_stack,input_fall_output_fall,3.7,2.7,75.7,73,9.4,3.8,wfm_wide_vdd
aoi_high_stack,input_fall_output_fall,4.5,2.4,56.3,53.9,47.9,0.5,single_point_vdd_drop_min
aoi_high_stack,input_fall_output_fall,4.1,3.4,85.8,82.4,47.9,3.8,wfm_wide_vdd
aoi_high_stack,input_fall_output_fall,6.7,13.3,211,197.7,9.4,15.2,single_point_vdd_drop_max
aoi_high_stack,input_fall_output_fall,6.9,5.7,88.1,82.4,47.9,3.8,single_point_vdd_drop_max
aoi_high_stack,input_fall_output_fall,3.9,3.2,85.6,82.4,47.9,3.8,wfm_wide_vss
aoi_high_stack,input_fall_output_fall,4.3,1.9,46.4,44.5,9.4,0.5,wfm_narrow_vss
aoi_high_stack,input_fall_output_fall,6.5,4.8,78.1,73.3,244.7,0.5,wfm_min_compression
aoi_high_stack,input_fall_output_fall,5.5,5.6,107.5,101.9,244.7,3.8,wfm_wide_vdd
aoi_high_stack,input_fall_output_fall,2.7,5.3,203,197.7,9.4,15.2,wfm_narrow_vss
aoi_high_stack,input_fall_output_fall,6.9,7,108.9,101.9,244.7,3.8,wfm_min_compression
aoi_high_stack,input_fall_output_fall,3.1,1.4,45.9,44.5,9.4,0.5,single_point_vdd_drop_min
aoi_high_stack,input_fall_output_fall,2.3,5.3,232.2,226.9,244.7,15.2,wfm_narrow_vdd
aoi_high_stack,input_fall_output_fall,4.1,8.4,215.7,207.3,47.9,15.2,single_point_vdd_drop_min
aoi_high_stack,input_fall_output_fall,7.3,5.3,78.3,73,9.4,3.8,single_point_average_vss
aoi_high_stack,input_fall_output_fall,13,13.2,115.1,101.9,244.7,3.8,single_point_vdd_drop_max
aoi_high_stack,input_fall_output_fall,6.1,5,87.4,82.4,47.9,3.8,single_point_vss_bounce_max
aoi_high_stack,input_fall_output_fall,4,2.9,75.9,73,9.4,3.8,wfm_narrow_vdd
aoi_high_stack,input_fall_output_fall,3.4,2.5,75.5,73,9.4,3.8,wfm_max_energy_vdd
aoi_high_stack,input_fall_output_fall,2.4,1.3,55.2,53.9,47.9,0.5,single_point_vss_bounce_min
aoi_high_stack,input_fall_output_fall,6.2,4.5,77.5,73,9.4,3.8,single_point_vss_bounce_min
aoi_high_stack,input_fall_output_fall,1.5,3.1,210.4,207.3,47.9,15.2,wfm_max_energy_vdd
aoi_high_stack,input_fall_output_fall,5.7,12.9,239.8,226.9,244.7,15.2,single_point_vss_bounce_min
aoi_high_stack,input_fall_output_fall,11.3,11.5,113.4,101.9,244.7,3.8,single_point_average_vdd
aoi_high_stack,input_fall_output_fall,7.5,5.5,78.8,73.3,244.7,0.5,wfm_max_energy_vdd
aoi_high_stack,input_fall_output_fall,3.5,1.9,55.8,53.9,47.9,0.5,wfm_wide_vss
aoi_high_stack,input_fall_output_fall,10,20.7,228,207.3,47.9,15.2,single_point_average_vss
aoi_high_stack,input_fall_output_fall,3.8,1.7,46.2,44.5,9.4,0.5,wfm_wide_vdd
aoi_high_stack,input_fall_output_fall,5.6,2.5,47,44.5,9.4,0.5,single_point_vss_bounce_max
aoi_high_stack,input_fall_output_fall,16.2,11.9,85.2,73.3,244.7,0.5,single_point_vdd_drop_max
aoi_high_stack,input_fall_output_fall,1.5,1.1,74.4,73.3,244.7,0.5,wfm_wide_vss
aoi_high_stack,input_fall_output_fall,4.4,3.2,76.2,73,9.4,3.8,wfm_wide_vss
aoi_high_stack,input_fall_output_fall,2.6,2.6,104.5,101.9,244.7,3.8,wfm_narrow_vss
aoi_high_stack,input_fall_output_fall,5.3,5.4,107.3,101.9,244.7,3.8,wfm_narrow_vdd
aoi_high_stack,input_fall_output_fall,-5.3,-3.9,69.4,73.3,244.7,0.5,single_point_average_vss
aoi_high_stack,input_rise_output_rise,-1.6,-1.6,98.5,100.1,244.7,15.2,single_point_average_vdd
aoi_high_stack,input_rise_output_rise,0.5,0.3,63.4,63.1,9.4,15.2,wfm_max_energy_vss
aoi_high_stack,input_rise_output_rise,9.1,3.1,37.2,34.1,47.9,0.5,wfm_min_compression
aoi_high_stack,input_rise_output_rise,15.4,10.5,78.8,68.3,244.7,3.8,single_point_average_vss
aoi_high_stack,input_rise_output_rise,-1.7,-1.7,98.4,100.1,244.7,15.2,single_point_vdd_drop_max
aoi_high_stack,input_rise_output_rise,2.2,1.6,74.7,73.1,47.9,15.2,wfm_max_energy_vss
aoi_high_stack,input_rise_output_rise,3.7,2.7,75.8,73.1,47.9,15.2,wfm_narrow_vdd
aoi_high_stack,input_rise_output_rise,3.4,2.5,75.6,73.1,47.9,15.2,wfm_wide_vdd
aoi_high_stack,input_rise_output_rise,9.1,3.1,37.2,34.1,47.9,0.5,single_point_vss_bounce_max
aoi_high_stack,input_rise_output_rise,5.8,2.5,45.5,43,47.9,3.8,single_point_vss_bounce_min
aoi_high_stack,input_rise_output_rise,2.2,1.4,64.5,63.1,9.4,15.2,single_point_average_vss
aoi_high_stack,input_rise_output_rise,2.6,0.9,35,34.1,47.9,0.5,wfm_max_energy_vdd
aoi_high_stack,input_rise_output_rise,6.5,2.2,36.3,34.1,47.9,0.5,wfm_max_energy_vss
aoi_high_stack,input_rise_output_rise,5.6,4.1,77.2,73.1,47.9,15.2,wfm_min_compression
aoi_high_stack,input_rise_output_rise,19.1,11.1,69.1,58,244.7,0.5,single_point_vss_bounce_max
aoi_high_stack,input_rise_output_rise,2.7,0.9,34,33.1,9.4,3.8,wfm_max_energy_vss
aoi_high_stack,input_rise_output_rise,11.4,11.4,111.5,100.1,244.7,15.2,single_point_vss_bounce_max
aoi_high_stack,input_rise_output_rise,1.9,1.2,64.3,63.1,9.4,15.2,single_point_vss_bounce_min
aoi_high_stack,input_rise_output_rise,3.7,2.7,75.8,73.1,47.9,15.2,single_point_vss_bounce_min
aoi_high_stack,input_rise_output_rise,5.5,3.5,66.6,63.1,9.4,15.2,single_point_average_vdd
aoi_high_stack,input_rise_output_rise,3.8,2.4,65.5,63.1,9.4,15.2,wfm_wide_vdd
aoi_high_stack,input_rise_output_rise,3.9,1.3,34.4,33.1,9.4,3.8,single_point_vss_bounce_max
aoi_high_stack,input_rise_output_rise,4.9,1.2,25.7,24.5,9.4,0.5,single_point_average_vss
aoi_high_stack,input_rise_output_rise,2.4,1.5,64.6,63.1,9.4,15.2,single_point_vss_bounce_max
aoi_high_stack,input_rise_output_rise,7.8,1.9,26.4,24.5,9.4,0.5,wfm_min_compression
aoi_high_stack,input_rise_output_rise,2.7,0.9,34,33.1,9.4,3.8,wfm_narrow_vss
aoi_high_stack,input_rise_output_rise,3.5,2.2,65.3,63.1,9.4,15.2,single_point_vdd_drop_min
aoi_high_stack,input_rise_output_rise,0.9,0.4,43.4,43,47.9,3.8,single_point_vdd_drop_min
aoi_high_stack,input_rise_output_rise,8.6,5.9,74.2,68.3,244.7,3.8,wfm_max_energy_vss
aoi_high_stack,input_rise_output_rise,10.6,10.6,110.7,100.1,244.7,15.2,single_point_average_vss
aoi_high_stack,input_rise_output_rise,2.4,0.6,25.1,24.5,9.4,0.5,single_point_average_vdd
aoi_high_stack,input_rise_output_rise,0.3,0.1,34.2,34.1,47.9,0.5,single_point_vdd_drop_max
aoi_high_stack,input_rise_output_rise,7.3,2.4,35.5,33.1,9.4,3.8,wfm_min_compression
aoi_high_stack,input_rise_output_rise,0.3,0.1,34.2,34.1,47.9,0.5,single_point_average_vdd
aoi_high_stack,input_rise_output_rise,13.3,9.1,77.4,68.3,244.7,3.8,single_point_vss_bounce_min
aoi_high_stack,input_rise_output_rise,2.8,1.2,44.2,43,47.9,3.8,wfm_max_energy_vdd
aoi_high_stack,input_rise_output_rise,-1.2,-1.2,98.9,100.1,244.7,15.2,single_point_vdd_drop_min
aoi_high_stack,input_rise_output_rise,16.5,11.3,79.6,68.3,244.7,3.8,single_point_vss_bounce_max
aoi_high_stack,input_rise_output_rise,6.2,2.1,36.2,34.1,47.9,0.5,wfm_narrow_vss
aoi_high_stack,input_rise_output_rise,3.3,1.4,44.4,43,47.9,3.8,wfm_narrow_vdd
aoi_high_stack,input_rise_output_rise,15.3,8.9,66.9,58,244.7,0.5,single_point_vss_bounce_min
aoi_high_stack,input_rise_output_rise,2.9,0.7,25.2,24.5,9.4,0.5,single_point_vdd_drop_max
aoi_high_stack,input_rise_output_rise,3.9,1.3,34.4,33.1,9.4,3.8,single_point_vdd_drop_max
aoi_high_stack,input_rise_output_rise,3.6,1.2,34.3,33.1,9.4,3.8,single_point_average_vdd
aoi_high_stack,input_rise_output_rise,5.9,5.9,106,100.1,244.7,15.2,wfm_min_compression
aoi_high_stack,input_rise_output_rise,3.7,0.9,25.4,24.5,9.4,0.5,wfm_max_energy_vss
aoi_high_stack,input_rise_output_rise,2.1,0.7,33.8,33.1,9.4,3.8,single_point_vdd_drop_min
aoi_high_stack,input_rise_output_rise,2.6,0.9,35,34.1,47.9,0.5,wfm_narrow_vdd
aoi_high_stack,input_rise_output_rise,2.5,1.8,74.9,73.1,47.9,15.2,wfm_wide_vss
aoi_high_stack,input_rise_output_rise,4.1,1,25.5,24.5,9.4,0.5,single_point_vss_bounce_min
aoi_high_stack,input_rise_output_rise,4.1,1,25.5,24.5,9.4,0.5,wfm_wide_vss
aoi_high_stack,input_rise_output_rise,5.1,2.2,45.2,43,47.9,3.8,wfm_narrow_vss
aoi_high_stack,input_rise_output_rise,2.3,0.8,34.9,34.1,47.9,0.5,wfm_wide_vdd
aoi_high_stack,input_rise_output_rise,1.4,0.6,43.6,43,47.9,3.8,single_point_average_vdd
aoi_high_stack,input_rise_output_rise,4.7,3.4,76.5,73.1,47.9,15.2,single_point_vss_bounce_max
aoi_high_stack,input_rise_output_rise,2.2,1.6,74.7,73.1,47.9,15.2,wfm_narrow_vss
aoi_high_stack,input_rise_output_rise,2.9,0.7,25.2,24.5,9.4,0.5,wfm_max_energy_vdd
aoi_high_stack,input_rise_output_rise,10.2,5.9,63.9,58,244.7,0.5,wfm_max_energy_vss
aoi_high_stack,input_rise_output_rise,1,0.6,58.6,58,244.7,0.5,wfm_narrow_vdd
aoi_high_stack,input_rise_output_rise,4.8,3.5,76.6,73.1,47.9,15.2,single_point_vdd_drop_max
aoi_high_stack,input_rise_output_rise,-4.8,-2.8,55.2,58,244.7,0.5,single_point_vdd_drop_min
aoi_high_stack,input_rise_output_rise,9.5,6.5,74.8,68.3,244.7,3.8,wfm_wide_vss
aoi_high_stack,input_rise_output_rise,0.2,0.1,58.1,58,244.7,0.5,wfm_wide_vdd
aoi_high_stack,input_rise_output_rise,10.2,5.9,63.9,58,244.7,0.5,wfm_narrow_vss
aoi_high_stack,input_rise_output_rise,6.7,2.9,45.9,43,47.9,3.8,single_point_average_vss
aoi_high_stack,input_rise_output_rise,5.5,5.5,105.6,100.1,244.7,15.2,wfm_narrow_vss
aoi_high_stack,input_rise_output_rise,-7.1,-4.1,53.9,58,244.7,0.5,single_point_average_vdd
aoi_high_stack,input_rise_output_rise,1.3,0.9,69.2,68.3,244.7,3.8,wfm_max_energy_vdd
aoi_high_stack,input_rise_output_rise,3.5,2.2,65.3,63.1,9.4,15.2,wfm_max_energy_vdd
aoi_high_stack,input_rise_output_rise,5.5,5.5,105.6,100.1,244.7,15.2,wfm_max_energy_vss
aoi_high_stack,input_rise_output_rise,8.5,2.9,37,34.1,47.9,0.5,single_point_average_vss
aoi_high_stack,input_rise_output_rise,1.7,1.7,101.8,100.1,244.7,15.2,wfm_max_energy_vdd
aoi_high_stack,input_rise_output_rise,-3.5,-2.4,65.9,68.3,244.7,3.8,single_point_vdd_drop_min
aoi_high_stack,input_rise_output_rise,4.6,2.9,66,63.1,9.4,15.2,wfm_min_compression
aoi_high_stack,input_rise_output_rise,8.4,3.6,46.6,43,47.9,3.8,wfm_min_compression
aoi_high_stack,input_rise_output_rise,3.3,0.8,25.3,24.5,9.4,0.5,wfm_narrow_vdd
aoi_high_stack,input_rise_output_rise,4.1,3,76.1,73.1,47.9,15.2,single_point_average_vdd
aoi_high_stack,input_rise_output_rise,1.6,1.6,101.7,100.1,244.7,15.2,wfm_wide_vdd
aoi_high_stack,input_rise_output_rise,0.6,0.4,63.5,63.1,9.4,15.2,wfm_wide_vss
aoi_high_stack,input_rise_output_rise,6.2,6.2,106.3,100.1,244.7,15.2,wfm_wide_vss
aoi_high_stack,input_rise_output_rise,4,2.5,65.6,63.1,9.4,15.2,wfm_narrow_vdd
aoi_high_stack,input_rise_output_rise,5.1,2.2,45.2,43,47.9,3.8,wfm_max_energy_vss
aoi_high_stack,input_rise_output_rise,3.6,1.2,34.3,33.1,9.4,3.8,wfm_wide_vdd
aoi_high_stack,input_rise_output_rise,0.3,0.1,34.2,34.1,47.9,0.5,single_point_vdd_drop_min
aoi_high_stack,input_rise_output_rise,2.8,1.2,44.2,43,47.9,3.8,wfm_wide_vdd
aoi_high_stack,input_rise_output_rise,6.3,4,67.1,63.1,9.4,15.2,single_point_vdd_drop_max
aoi_high_stack,input_rise_output_rise,1.6,0.7,43.7,43,47.9,3.8,single_point_vdd_drop_max
aoi_high_stack,input_rise_output_rise,5.3,2.3,45.3,43,47.9,3.8,wfm_wide_vss
aoi_high_stack,input_rise_output_rise,3.7,0.9,25.4,24.5,9.4,0.5,wfm_narrow_vss
aoi_high_stack,input_rise_output_rise,8.4,4.9,62.9,58,244.7,0.5,wfm_min_compression
aoi_high_stack,input_rise_output_rise,0.7,0.5,68.8,68.3,244.7,3.8,wfm_wide_vdd
aoi_high_stack,input_rise_output_rise,0.3,0.2,63.3,63.1,9.4,15.2,wfm_narrow_vss
aoi_high_stack,input_rise_output_rise,7.9,5.4,73.7,68.3,244.7,3.8,wfm_min_compression
aoi_high_stack,input_rise_output_rise,1.6,0.4,24.9,24.5,9.4,0.5,single_point_vdd_drop_min
aoi_high_stack,input_rise_output_rise,1.9,1.9,102,100.1,244.7,15.2,wfm_narrow_vdd
aoi_high_stack,input_rise_output_rise,2.6,1.9,75,73.1,47.9,15.2,single_point_vdd_drop_min
aoi_high_stack,input_rise_output_rise,3.6,1.2,34.3,33.1,9.4,3.8,single_point_average_vss
aoi_high_stack,input_rise_output_rise,-6,-4.1,64.2,68.3,244.7,3.8,single_point_vdd_drop_max
aoi_high_stack,input_rise_output_rise,7.2,3.1,46.1,43,47.9,3.8,single_point_vss_bounce_max
aoi_high_stack,input_rise_output_rise,3.9,1.3,34.4,33.1,9.4,3.8,wfm_narrow_vdd
aoi_high_stack,input_rise_output_rise,3.6,1.2,34.3,33.1,9.4,3.8,wfm_max_energy_vdd
aoi_high_stack,input_rise_output_rise,7.3,2.5,36.6,34.1,47.9,0.5,single_point_vss_bounce_min
aoi_high_stack,input_rise_output_rise,3,1,34.1,33.1,9.4,3.8,single_point_vss_bounce_min
aoi_high_stack,input_rise_output_rise,3.1,2.3,75.4,73.1,47.9,15.2,wfm_max_energy_vdd
aoi_high_stack,input_rise_output_rise,9.1,9.1,109.2,100.1,244.7,15.2,single_point_vss_bounce_min
aoi_high_stack,input_rise_output_rise,-5.3,-3.6,64.7,68.3,244.7,3.8,single_point_average_vdd
aoi_high_stack,input_rise_output_rise,1,0.6,58.6,58,244.7,0.5,wfm_max_energy_vdd
aoi_high_stack,input_rise_output_rise,6.7,2.3,36.4,34.1,47.9,0.5,wfm_wide_vss
aoi_high_stack,input_rise_output_rise,4.4,3.2,76.3,73.1,47.9,15.2,single_point_average_vss
aoi_high_stack,input_rise_output_rise,2.9,0.7,25.2,24.5,9.4,0.5,wfm_wide_vdd
aoi_high_stack,input_rise_output_rise,5.3,1.3,25.8,24.5,9.4,0.5,single_point_vss_bounce_max
aoi_high_stack,input_rise_output_rise,-8.1,-4.7,53.3,58,244.7,0.5,single_point_vdd_drop_max
aoi_high_stack,input_rise_output_rise,11.2,6.5,64.5,58,244.7,0.5,wfm_wide_vss
aoi_high_stack,input_rise_output_rise,2.7,0.9,34,33.1,9.4,3.8,wfm_wide_vss
aoi_high_stack,input_rise_output_rise,8.5,5.8,74.1,68.3,244.7,3.8,wfm_narrow_vss
aoi_high_stack,input_rise_output_rise,1.3,0.9,69.2,68.3,244.7,3.8,wfm_narrow_vdd
aoi_high_stack,input_rise_output_rise,17.9,10.4,68.4,58,244.7,0.5,single_point_average_vss
delay_buffer,input_fall_output_fall,12.3,10.4,95.1,84.7,244.7,15.2,single_point_average_vdd
delay_buffer,input_fall_output_fall,3.6,2.4,69.1,66.7,9.4,15.2,wfm_max_energy_vss
delay_buffer,input_fall_output_fall,9,3,36.5,33.5,47.9,0.5,wfm_min_compression
delay_buffer,input_fall_output_fall,-7.4,-3.9,48.9,52.8,244.7,3.8,single_point_average_vss
delay_buffer,input_fall_output_fall,14.2,12,96.7,84.7,244.7,15.2,single_point_vdd_drop_max
delay_buffer,input_fall_output_fall,3.3,2.4,76,73.6,47.9,15.2,wfm_max_energy_vss
delay_buffer,input_fall_output_fall,3.1,2.3,75.9,73.6,47.9,15.2,wfm_narrow_vdd
delay_buffer,input_fall_output_fall,3.1,2.3,75.9,73.6,47.9,15.2,wfm_wide_vdd
delay_buffer,input_fall_output_fall,0.6,0.2,33.7,33.5,47.9,0.5,single_point_vss_bounce_max
delay_buffer,input_fall_output_fall,1.9,0.8,42.5,41.7,47.9,3.8,single_point_vss_bounce_min
delay_buffer,input_fall_output_fall,6.4,4.3,71,66.7,9.4,15.2,single_point_average_vss
delay_buffer,input_fall_output_fall,6.9,2.3,35.8,33.5,47.9,0.5,wfm_max_energy_vdd
delay_buffer,input_fall_output_fall,2.1,0.7,34.2,33.5,47.9,0.5,wfm_max_energy_vss
delay_buffer,input_fall_output_fall,7.5,5.5,79.1,73.6,47.9,15.2,wfm_min_compression
delay_buffer,input_fall_output_fall,-11,-4.9,39.6,44.5,244.7,0.5,single_point_vss_bounce_max
delay_buffer,input_fall_output_fall,3.7,1.3,36.2,34.9,9.4,3.8,wfm_max_energy_vss
delay_buffer,input_fall_output_fall,-1.5,-1.3,83.4,84.7,244.7,15.2,single_point_vss_bounce_max
delay_buffer,input_fall_output_fall,5.5,3.7,70.4,66.7,9.4,15.2,single_point_vss_bounce_min
delay_buffer,input_fall_output_fall,4.2,3.1,76.7,73.6,47.9,15.2,single_point_vss_bounce_min
delay_buffer,input_fall_output_fall,3.1,2.1,68.8,66.7,9.4,15.2,single_point_average_vdd
delay_buffer,input_fall_output_fall,2.1,1.4,68.1,66.7,9.4,15.2,wfm_wide_vdd
delay_buffer,input_fall_output_fall,4.9,1.7,36.6,34.9,9.4,3.8,single_point_vss_bounce_max
delay_buffer,input_fall_output_fall,3.4,0.9,27.5,26.6,9.4,0.5,single_point_average_vss
delay_buffer,input_fall_output_fall,7,4.7,71.4,66.7,9.4,15.2,single_point_vss_bounce_max
delay_buffer,input_fall_output_fall,8.6,2.3,28.9,26.6,9.4,0.5,wfm_min_compression
delay_buffer,input_fall_output_fall,3.7,1.3,36.2,34.9,9.4,3.8,wfm_narrow_vss
delay_buffer,input_fall_output_fall,1.9,1.3,68,66.7,9.4,15.2,single_point_vdd_drop_min
delay_buffer,input_fall_output_fall,4.8,2,43.7,41.7,47.9,3.8,single_point_vdd_drop_min
delay_buffer,input_fall_output_fall,1.7,0.9,53.7,52.8,244.7,3.8,wfm_max_energy_vss
delay_buffer,input_fall_output_fall,-1.4,-1.2,83.5,84.7,244.7,15.2,single_point_average_vss
delay_buffer,input_fall_output_fall,4.9,1.3,27.9,26.6,9.4,0.5,single_point_average_vdd
delay_buffer,input_fall_output_fall,9.9,3.3,36.8,33.5,47.9,0.5,single_point_vdd_drop_max
delay_buffer,input_fall_output_fall,8.3,2.9,37.8,34.9,9.4,3.8,wfm_min_compression
delay_buffer,input_fall_output_fall,8.7,2.9,36.4,33.5,47.9,0.5,single_point_average_vdd
delay_buffer,input_fall_output_fall,-6.4,-3.4,49.4,52.8,244.7,3.8,single_point_vss_bounce_min
delay_buffer,input_fall_output_fall,5.5,2.3,44,41.7,47.9,3.8,wfm_max_energy_vdd
delay_buffer,input_fall_output_fall,8,6.8,91.5,84.7,244.7,15.2,single_point_vdd_drop_min
delay_buffer,input_fall_output_fall,-7.8,-4.1,48.7,52.8,244.7,3.8,single_point_vss_bounce_max
delay_buffer,input_fall_output_fall,2.1,0.7,34.2,33.5,47.9,0.5,wfm_narrow_vss
delay_buffer,input_fall_output_fall,6.2,2.6,44.3,41.7,47.9,3.8,wfm_narrow_vdd
delay_buffer,input_fall_output_fall,-9,-4,40.5,44.5,244.7,0.5,single_point_vss_bounce_min
delay_buffer,input_fall_output_fall,5.6,1.5,28.1,26.6,9.4,0.5,single_point_vdd_drop_max
delay_buffer,input_fall_output_fall,4.6,1.6,36.5,34.9,9.4,3.8,single_point_vdd_drop_max
delay_buffer,input_fall_output_fall,4,1.4,36.3,34.9,9.4,3.8,single_point_average_vdd
delay_buffer,input_fall_output_fall,6.7,5.7,90.4,84.7,244.7,15.2,wfm_min_compression
delay_buffer,input_fall_output_fall,3.4,0.9,27.5,26.6,9.4,0.5,wfm_max_energy_vss
delay_buffer,input_fall_output_fall,2.6,0.9,35.8,34.9,9.4,3.8,single_point_vdd_drop_min
